gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
7SK,25.939539337617656,7.345459644326646,2.065103189155116,3.5569455719701115,3.751918531176372e-4,0.0071436154577385535
A1BG,300.25924117752186,-1.6824218171294965,0.4655561866632575,-3.61378898041884,3.017546832403401e-4,0.0061437253507733245
A1BG-AS1,14.716799572056681,-1.3026578441960657,1.0214920555245695,-1.275250098276201,0.20222073419425057,0.4120376851992232
A4GALT,19.610643429423202,-0.7195933296558649,1.463064709491166,-0.49183971494065337,0.6228326583570286,0.790837428631962
AAAS,1030.5396641280327,1.1654717746005878,0.256113598008978,4.55060482403489,5.3491929719909375e-6,3.662877878130117e-4
AACS,561.7084906479414,0.14461404944029962,0.265932854663542,0.5437991090768577,0.5865797219812945,0.7655462661785134
AAGAB,963.6031040615253,0.37330512196307825,0.20072909694724503,1.8597459343982856,0.06292147985693063,0.1989287434948512
AAK1,862.1769386821057,-0.19986324056393207,0.37727077694654293,-0.5297607256558107,0.5962778386911346,0.7729340065206813
AAMDC,72.6882048080719,-2.2035922290694825,0.7151528143198004,-3.0812886210416077,0.002061067586126198,0.021917196480962433
AAMP,2140.092085389928,0.2641447656401656,0.31552142383977877,0.8371690341201612,0.4024975607139142,0.6231485766793485
AANAT,0.5184870890565976,-1.4918985014311028,4.118764173669804,-0.3622199374677542,0.7171876817889429,NA
AAR2,1060.4332869833756,0.008395921058668586,0.18629661658175953,0.04506749082576006,0.964053513645002,0.9841356268407564
AARD,5.166720348539753,-0.7259303180344125,1.681804505793034,-0.4316377531002684,0.6660047149646463,0.8206820527364548
AARS1,2951.702939379445,1.1954474382555353,0.3389995460314801,3.5263983455143744,4.2125284562159233e-4,0.007639585454443843
AARS2,364.06323991022487,1.4342121192808341,0.5054411364112803,2.837545296498795,0.004546189566669871,0.035509112369845997
AARSD1,573.4225444773213,0.9570314211016915,0.45550659196265,2.1010265010174978,0.0356386399854977,0.1388325802873339
AARSD1P1,1.3339663825459198,-0.9525193995757859,2.9747191890048286,-0.3202048123051388,0.7488130754106486,NA
